Match,TeamInnings,Battingposition,batsmanName,Runs,Balls,Fours,Sixes,SR,Out_Status,Matchlink
DC vs KKR,DC,7,Axar Patel,0,1,0,0,0.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-kolkata-knight-riders-16th-match-1422134/full-scorecard
DC vs KKR,DC,8,Sumit Kumar,7,6,0,1,116.66,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-kolkata-knight-riders-16th-match-1422134/full-scorecard
DC vs KKR,DC,9,Rasikh Salam,1,5,0,0,20.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-kolkata-knight-riders-16th-match-1422134/full-scorecard
DC vs KKR,DC,10,Anrich Nortje,4,6,0,0,66.66,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-kolkata-knight-riders-16th-match-1422134/full-scorecard
DC vs KKR,DC,11,Ishant Sharma,1,3,0,0,33.33,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-kolkata-knight-riders-16th-match-1422134/full-scorecard
LSG vs RCB,LSG,1,Quinton de Kock,81,56,8,5,144.64,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-lucknow-super-giants-15th-match-1422133/full-scorecard
LSG vs RCB,LSG,2,KL Rahul (c),20,14,0,2,142.85,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-lucknow-super-giants-15th-match-1422133/full-scorecard
LSG vs RCB,LSG,3,Devdutt Padikkal,6,11,0,0,54.54,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-lucknow-super-giants-15th-match-1422133/full-scorecard
LSG vs RCB,LSG,4,Marcus Stoinis,24,15,1,2,160.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-lucknow-super-giants-15th-match-1422133/full-scorecard
LSG vs RCB,LSG,5,Nicholas Pooran,40,21,1,5,190.47,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-lucknow-super-giants-15th-match-1422133/full-scorecard
LSG vs RCB,LSG,6,Ayush Badoni,0,3,0,0,0.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-lucknow-super-giants-15th-match-1422133/full-scorecard
LSG vs RCB,LSG,7,Krunal Pandya,0,0,0,0,-,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-lucknow-super-giants-15th-match-1422133/full-scorecard
RCB vs LSG,RCB,1,Virat Kohli,22,16,2,1,137.50,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-lucknow-super-giants-15th-match-1422133/full-scorecard
RCB vs LSG,RCB,2,Faf du Plessis (c),19,13,3,0,146.15,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-lucknow-super-giants-15th-match-1422133/full-scorecard
RCB vs LSG,RCB,3,Rajat Patidar,29,21,2,2,138.09,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-lucknow-super-giants-15th-match-1422133/full-scorecard
RCB vs LSG,RCB,4,Glenn Maxwell,0,2,0,0,0.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-lucknow-super-giants-15th-match-1422133/full-scorecard
RCB vs LSG,RCB,5,Cameron Green,9,9,1,0,100.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-lucknow-super-giants-15th-match-1422133/full-scorecard
RCB vs LSG,RCB,6,Anuj Rawat ,11,21,0,0,52.38,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-lucknow-super-giants-15th-match-1422133/full-scorecard
RCB vs LSG,RCB,7,Mahipal Lomror,33,13,3,3,253.84,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-lucknow-super-giants-15th-match-1422133/full-scorecard
RCB vs LSG,RCB,8,Dinesh Karthik,4,8,0,0,50.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-lucknow-super-giants-15th-match-1422133/full-scorecard
RCB vs LSG,RCB,9,Mayank Dagar,0,1,0,0,0.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-lucknow-super-giants-15th-match-1422133/full-scorecard
RCB vs LSG,RCB,10,Reece Topley,3,6,0,0,50.00,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-lucknow-super-giants-15th-match-1422133/full-scorecard
RCB vs LSG,RCB,11,Mohammed Siraj,12,8,0,2,150.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-lucknow-super-giants-15th-match-1422133/full-scorecard
MI vs RR,MI,1,Ishan Kishan ,16,14,2,1,114.28,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-rajasthan-royals-14th-match-1422132/full-scorecard
MI vs RR,MI,2,Rohit Sharma,0,1,0,0,0.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-rajasthan-royals-14th-match-1422132/full-scorecard
MI vs RR,MI,3,Naman Dhir,0,1,0,0,0.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-rajasthan-royals-14th-match-1422132/full-scorecard
MI vs RR,MI,4,Dewald Brevis,0,1,0,0,0.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-rajasthan-royals-14th-match-1422132/full-scorecard
MI vs RR,MI,5,Tilak Varma,32,29,0,2,110.34,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-rajasthan-royals-14th-match-1422132/full-scorecard
MI vs RR,MI,6,Hardik Pandya (c),34,21,6,0,161.90,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-rajasthan-royals-14th-match-1422132/full-scorecard
MI vs RR,MI,7,Piyush Chawla,3,6,0,0,50.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-rajasthan-royals-14th-match-1422132/full-scorecard
MI vs RR,MI,8,Tim David,17,24,1,0,70.83,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-rajasthan-royals-14th-match-1422132/full-scorecard
MI vs RR,MI,9,Gerald Coetzee,4,9,0,0,44.44,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-rajasthan-royals-14th-match-1422132/full-scorecard
MI vs RR,MI,10,Jasprit Bumrah,8,9,1,0,88.88,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-rajasthan-royals-14th-match-1422132/full-scorecard
MI vs RR,MI,11,Akash Madhwal,4,5,0,0,80.00,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-rajasthan-royals-14th-match-1422132/full-scorecard
RR vs MI,RR,1,Yashasvi Jaiswal,10,6,2,0,166.66,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-rajasthan-royals-14th-match-1422132/full-scorecard
RR vs MI,RR,2,Jos Buttler,13,16,2,0,81.25,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-rajasthan-royals-14th-match-1422132/full-scorecard
RR vs MI,RR,3,Sanju Samson (c),12,10,3,0,120.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-rajasthan-royals-14th-match-1422132/full-scorecard
RR vs MI,RR,4,Riyan Parag,54,39,5,3,138.46,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-rajasthan-royals-14th-match-1422132/full-scorecard
RR vs MI,RR,5,Ravichandran Ashwin,16,16,1,0,100.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-rajasthan-royals-14th-match-1422132/full-scorecard
RR vs MI,RR,6,Shubham Dubey,8,6,1,0,133.33,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-rajasthan-royals-14th-match-1422132/full-scorecard
DC vs CSK,DC,1,Prithvi Shaw,43,27,4,2,159.25,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-chennai-super-kings-13th-match-1422131/full-scorecard
DC vs CSK,DC,2,David Warner,52,35,5,3,148.57,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-chennai-super-kings-13th-match-1422131/full-scorecard
DC vs CSK,DC,3,Rishabh Pant (c),51,32,4,3,159.37,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-chennai-super-kings-13th-match-1422131/full-scorecard
DC vs CSK,DC,4,Mitchell Marsh,18,12,2,1,150.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-chennai-super-kings-13th-match-1422131/full-scorecard
DC vs CSK,DC,5,Tristan Stubbs,0,2,0,0,0.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-chennai-super-kings-13th-match-1422131/full-scorecard
DC vs CSK,DC,6,Axar Patel,7,8,0,0,87.50,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-chennai-super-kings-13th-match-1422131/full-scorecard
DC vs CSK,DC,7,Abishek Porel,9,6,1,0,150.00,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-chennai-super-kings-13th-match-1422131/full-scorecard
CSK vs DC,CSK,1,Ruturaj Gaikwad (c),1,2,0,0,50.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-chennai-super-kings-13th-match-1422131/full-scorecard
CSK vs DC,CSK,2,Rachin Ravindra,2,12,0,0,16.66,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-chennai-super-kings-13th-match-1422131/full-scorecard
CSK vs DC,CSK,3,Ajinkya Rahane,45,30,5,2,150.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-chennai-super-kings-13th-match-1422131/full-scorecard
CSK vs DC,CSK,4,Daryl Mitchell,34,26,1,2,130.76,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-chennai-super-kings-13th-match-1422131/full-scorecard
CSK vs DC,CSK,5,Shivam Dube,18,17,1,0,105.88,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-chennai-super-kings-13th-match-1422131/full-scorecard
CSK vs DC,CSK,6,Sameer Rizvi,0,1,0,0,0.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-chennai-super-kings-13th-match-1422131/full-scorecard
CSK vs DC,CSK,7,Ravindra Jadeja,21,17,2,0,123.52,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-chennai-super-kings-13th-match-1422131/full-scorecard
CSK vs DC,CSK,8,MS Dhoni ,37,16,4,3,231.25,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-chennai-super-kings-13th-match-1422131/full-scorecard
SRH vs GT,SRH,1,Travis Head,19,14,3,0,135.71,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-sunrisers-hyderabad-12th-match-1422130/full-scorecard
SRH vs GT,SRH,2,Mayank Agarawal,16,17,2,0,94.11,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-sunrisers-hyderabad-12th-match-1422130/full-scorecard
SRH vs GT,SRH,3,Abhishek Sharma,29,20,2,2,145.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-sunrisers-hyderabad-12th-match-1422130/full-scorecard
SRH vs GT,SRH,4,Aiden Markram,17,19,0,0,89.47,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-sunrisers-hyderabad-12th-match-1422130/full-scorecard
SRH vs GT,SRH,5,Heinrich Klaasen ,24,13,1,2,184.61,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-sunrisers-hyderabad-12th-match-1422130/full-scorecard
SRH vs GT,SRH,6,Shahbaz Ahmed,22,20,1,1,110.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-sunrisers-hyderabad-12th-match-1422130/full-scorecard
SRH vs GT,SRH,7,Abdul Samad,29,14,3,1,207.14,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-sunrisers-hyderabad-12th-match-1422130/full-scorecard
SRH vs GT,SRH,8,Washington Sundar,0,1,0,0,0.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-sunrisers-hyderabad-12th-match-1422130/full-scorecard
SRH vs GT,SRH,9,Pat Cummins (c),2,2,0,0,100.00,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-sunrisers-hyderabad-12th-match-1422130/full-scorecard
GT vs SRH,GT,1,Wriddhiman Saha ,25,13,1,2,192.30,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-sunrisers-hyderabad-12th-match-1422130/full-scorecard
GT vs SRH,GT,2,Shubman Gill (c),36,28,2,1,128.57,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-sunrisers-hyderabad-12th-match-1422130/full-scorecard
GT vs SRH,GT,3,Sai Sudharsan,45,36,4,1,125.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-sunrisers-hyderabad-12th-match-1422130/full-scorecard
GT vs SRH,GT,4,David Miller,44,27,4,2,162.96,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-sunrisers-hyderabad-12th-match-1422130/full-scorecard
GT vs SRH,GT,5,Vijay Shankar,14,11,2,0,127.27,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-sunrisers-hyderabad-12th-match-1422130/full-scorecard
LSG vs PBKS,LSG,1,Quinton de Kock ,54,38,5,2,142.10,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-punjab-kings-11th-match-1422129/full-scorecard
LSG vs PBKS,LSG,2,KL Rahul,15,9,1,1,166.66,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-punjab-kings-11th-match-1422129/full-scorecard
LSG vs PBKS,LSG,3,Devdutt Padikkal,9,6,2,0,150.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-punjab-kings-11th-match-1422129/full-scorecard
LSG vs PBKS,LSG,4,Marcus Stoinis,19,12,0,2,158.33,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-punjab-kings-11th-match-1422129/full-scorecard
LSG vs PBKS,LSG,5,Nicholas Pooran (c),42,21,3,3,200.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-punjab-kings-11th-match-1422129/full-scorecard
LSG vs PBKS,LSG,6,Ayush Badoni,8,10,0,0,80.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-punjab-kings-11th-match-1422129/full-scorecard
LSG vs PBKS,LSG,7,Krunal Pandya,43,22,4,2,195.45,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-punjab-kings-11th-match-1422129/full-scorecard
LSG vs PBKS,LSG,8,Ravi Bishnoi,0,1,0,0,0.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-punjab-kings-11th-match-1422129/full-scorecard
LSG vs PBKS,LSG,9,Mohsin Khan,2,1,0,0,200.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-punjab-kings-11th-match-1422129/full-scorecard
LSG vs PBKS,LSG,10,Naveen-ul-Haq,0,0,0,0,-,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-punjab-kings-11th-match-1422129/full-scorecard
PBKS vs LSG,PBKS,1,Shikhar Dhawan (c),70,50,7,3,140.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-punjab-kings-11th-match-1422129/full-scorecard
PBKS vs LSG,PBKS,2,Jonny Bairstow,42,29,3,3,144.82,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-punjab-kings-11th-match-1422129/full-scorecard
PBKS vs LSG,PBKS,3,Prabhsimran Singh,19,7,1,2,271.42,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-punjab-kings-11th-match-1422129/full-scorecard
PBKS vs LSG,PBKS,4,Jitesh Sharma ,6,9,1,0,66.66,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-punjab-kings-11th-match-1422129/full-scorecard
PBKS vs LSG,PBKS,5,Liam Livingstone,28,17,2,2,164.70,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-punjab-kings-11th-match-1422129/full-scorecard
PBKS vs LSG,PBKS,6,Sam Curran,0,1,0,0,0.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-punjab-kings-11th-match-1422129/full-scorecard
PBKS vs LSG,PBKS,7,Shashank Singh,9,7,1,0,128.57,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-punjab-kings-11th-match-1422129/full-scorecard
RCB vs KKR,RCB,1,Virat Kohli,83,59,4,4,140.67,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-kolkata-knight-riders-10th-match-1422128/full-scorecard
RCB vs KKR,RCB,2,Faf du Plessis (c),8,6,0,1,133.33,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-kolkata-knight-riders-10th-match-1422128/full-scorecard
RCB vs KKR,RCB,3,Cameron Green,33,21,4,2,157.14,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-kolkata-knight-riders-10th-match-1422128/full-scorecard
RCB vs KKR,RCB,4,Glenn Maxwell,28,19,3,1,147.36,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-kolkata-knight-riders-10th-match-1422128/full-scorecard
RCB vs KKR,RCB,5,Rajat Patidar,3,4,0,0,75.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-kolkata-knight-riders-10th-match-1422128/full-scorecard
RCB vs KKR,RCB,6,Anuj Rawat ,3,3,0,0,100.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-kolkata-knight-riders-10th-match-1422128/full-scorecard
RCB vs KKR,RCB,7,Dinesh Karthik,20,8,0,3,250.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-kolkata-knight-riders-10th-match-1422128/full-scorecard
KKR vs RCB,KKR,1,Phil Salt ,30,20,2,2,150.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-kolkata-knight-riders-10th-match-1422128/full-scorecard
KKR vs RCB,KKR,2,Sunil Narine,47,22,2,5,213.63,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-kolkata-knight-riders-10th-match-1422128/full-scorecard
KKR vs RCB,KKR,3,Venkatesh Iyer,50,30,3,4,166.66,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-kolkata-knight-riders-10th-match-1422128/full-scorecard
KKR vs RCB,KKR,4,Shreyas Iyer (c),39,24,2,2,162.50,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-kolkata-knight-riders-10th-match-1422128/full-scorecard
KKR vs RCB,KKR,5,Rinku Singh,5,5,0,0,100.00,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-kolkata-knight-riders-10th-match-1422128/full-scorecard
RR vs DC,RR,1,Yashasvi Jaiswal,5,7,1,0,71.42,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-delhi-capitals-9th-match-1422127/full-scorecard
RR vs DC,RR,2,Jos Buttler,11,16,0,0,68.75,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-delhi-capitals-9th-match-1422127/full-scorecard
RR vs DC,RR,3,Sanju Samson (c),15,14,3,0,107.14,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-delhi-capitals-9th-match-1422127/full-scorecard
RR vs DC,RR,4,Riyan Parag,84,45,7,6,186.66,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-delhi-capitals-9th-match-1422127/full-scorecard
RR vs DC,RR,5,Ravichandran Ashwin,29,19,0,3,152.63,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-delhi-capitals-9th-match-1422127/full-scorecard
RR vs DC,RR,6,Dhruv Jurel,20,12,3,0,166.66,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-delhi-capitals-9th-match-1422127/full-scorecard
RR vs DC,RR,7,Shimron Hetmyer,14,7,1,1,200.00,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-delhi-capitals-9th-match-1422127/full-scorecard
DC vs RR,DC,1,David Warner,49,34,5,3,144.11,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-delhi-capitals-9th-match-1422127/full-scorecard
DC vs RR,DC,2,Mitchell Marsh,23,12,5,0,191.66,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-delhi-capitals-9th-match-1422127/full-scorecard
DC vs RR,DC,3,Ricky Bhui,0,2,0,0,0.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-delhi-capitals-9th-match-1422127/full-scorecard
DC vs RR,DC,4,Rishabh Pant (c),28,26,2,1,107.69,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-delhi-capitals-9th-match-1422127/full-scorecard
DC vs RR,DC,5,Tristan Stubbs,44,23,2,3,191.30,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-delhi-capitals-9th-match-1422127/full-scorecard
DC vs RR,DC,6,Abishek Porel,9,10,0,0,90.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-delhi-capitals-9th-match-1422127/full-scorecard
DC vs RR,DC,7,Axar Patel,15,13,1,0,115.38,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-delhi-capitals-9th-match-1422127/full-scorecard
SRH vs MI,SRH,1,Mayank Agarawal,11,13,1,0,84.61,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-mumbai-indians-8th-match-1422126/full-scorecard
SRH vs MI,SRH,2,Travis Head,62,24,9,3,258.33,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-mumbai-indians-8th-match-1422126/full-scorecard
SRH vs MI,SRH,3,Abhishek Sharma,63,23,3,7,273.91,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-mumbai-indians-8th-match-1422126/full-scorecard
SRH vs MI,SRH,4,Aiden Markram,42,28,2,1,150.00,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-mumbai-indians-8th-match-1422126/full-scorecard
SRH vs MI,SRH,5,Heinrich Klaasen ,80,34,4,7,235.29,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-mumbai-indians-8th-match-1422126/full-scorecard
MI vs SRH,MI,1,Rohit Sharma,26,12,1,3,216.66,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-mumbai-indians-8th-match-1422126/full-scorecard
MI vs SRH,MI,2,Ishan Kishan ,34,13,2,4,261.53,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-mumbai-indians-8th-match-1422126/full-scorecard
MI vs SRH,MI,3,Naman Dhir,30,14,2,2,214.28,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-mumbai-indians-8th-match-1422126/full-scorecard
MI vs SRH,MI,4,Tilak Varma,64,34,2,6,188.23,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-mumbai-indians-8th-match-1422126/full-scorecard
MI vs SRH,MI,5,Hardik Pandya (c),24,20,1,1,120.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-mumbai-indians-8th-match-1422126/full-scorecard
MI vs SRH,MI,6,Tim David,42,22,2,3,190.90,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-mumbai-indians-8th-match-1422126/full-scorecard
MI vs SRH,MI,7,Romario Shepherd,15,6,2,1,250.00,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-mumbai-indians-8th-match-1422126/full-scorecard
CSK vs GT,CSK,1,Ruturaj Gaikwad (c),46,36,5,1,127.77,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-gujarat-titans-7th-match-1422125/full-scorecard
CSK vs GT,CSK,2,Rachin Ravindra,46,20,6,3,230.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-gujarat-titans-7th-match-1422125/full-scorecard
CSK vs GT,CSK,3,Ajinkya Rahane,12,12,0,0,100.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-gujarat-titans-7th-match-1422125/full-scorecard
CSK vs GT,CSK,4,Shivam Dube,51,23,2,5,221.73,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-gujarat-titans-7th-match-1422125/full-scorecard
CSK vs GT,CSK,5,Daryl Mitchell,24,20,2,0,120.00,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-gujarat-titans-7th-match-1422125/full-scorecard
CSK vs GT,CSK,6,Sameer Rizvi,14,6,0,2,233.33,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-gujarat-titans-7th-match-1422125/full-scorecard
CSK vs GT,CSK,7,Ravindra Jadeja,7,3,1,0,233.33,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-gujarat-titans-7th-match-1422125/full-scorecard
