Match,TeamInnings,Battingposition,batsmanName,Runs,Balls,Fours,Sixes,SR,Out_Status,Matchlink
SRH vs MI,SRH,1,Travis Head,48,30,7,1,160.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-sunrisers-hyderabad-55th-match-1426293/full-scorecard
SRH vs MI,SRH,2,Abhishek Sharma,11,16,0,1,68.75,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-sunrisers-hyderabad-55th-match-1426293/full-scorecard
SRH vs MI,SRH,3,Mayank Agarawal,5,6,1,0,83.33,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-sunrisers-hyderabad-55th-match-1426293/full-scorecard
SRH vs MI,SRH,4,Nitish Kumar Reddy,20,15,2,0,133.33,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-sunrisers-hyderabad-55th-match-1426293/full-scorecard
SRH vs MI,SRH,5,Heinrich Klaasen ,2,4,0,0,50.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-sunrisers-hyderabad-55th-match-1426293/full-scorecard
SRH vs MI,SRH,6,Marco Jansen,17,12,1,1,141.66,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-sunrisers-hyderabad-55th-match-1426293/full-scorecard
SRH vs MI,SRH,7,Shahbaz Ahmed,10,12,0,0,83.33,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-sunrisers-hyderabad-55th-match-1426293/full-scorecard
SRH vs MI,SRH,8,Abdul Samad,3,4,0,0,75.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-sunrisers-hyderabad-55th-match-1426293/full-scorecard
SRH vs MI,SRH,9,Pat Cummins (c),35,17,2,2,205.88,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-sunrisers-hyderabad-55th-match-1426293/full-scorecard
SRH vs MI,SRH,10,Sanvir Singh,8,7,0,0,114.28,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-sunrisers-hyderabad-55th-match-1426293/full-scorecard
MI vs SRH,MI,1,Ishan Kishan ,9,7,2,0,128.57,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-sunrisers-hyderabad-55th-match-1426293/full-scorecard
MI vs SRH,MI,2,Rohit Sharma,4,5,1,0,80.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-sunrisers-hyderabad-55th-match-1426293/full-scorecard
MI vs SRH,MI,3,Naman Dhir,0,9,0,0,0.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-sunrisers-hyderabad-55th-match-1426293/full-scorecard
MI vs SRH,MI,4,Suryakumar Yadav,102,51,12,6,200.00,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-sunrisers-hyderabad-55th-match-1426293/full-scorecard
MI vs SRH,MI,5,Tilak Varma,37,32,6,0,115.62,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-sunrisers-hyderabad-55th-match-1426293/full-scorecard
KKR vs LSG,KKR,1,Phil Salt ,32,14,5,1,228.57,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-kolkata-knight-riders-54th-match-1426292/full-scorecard
KKR vs LSG,KKR,2,Sunil Narine,81,39,6,7,207.69,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-kolkata-knight-riders-54th-match-1426292/full-scorecard
KKR vs LSG,KKR,3,Angkrish Raghuvanshi,32,26,3,1,123.07,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-kolkata-knight-riders-54th-match-1426292/full-scorecard
KKR vs LSG,KKR,4,Andre Russell,12,8,1,1,150.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-kolkata-knight-riders-54th-match-1426292/full-scorecard
KKR vs LSG,KKR,5,Rinku Singh,16,11,2,0,145.45,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-kolkata-knight-riders-54th-match-1426292/full-scorecard
KKR vs LSG,KKR,6,Shreyas Iyer (c),23,15,3,0,153.33,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-kolkata-knight-riders-54th-match-1426292/full-scorecard
KKR vs LSG,KKR,7,Ramandeep Singh,25,6,1,3,416.66,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-kolkata-knight-riders-54th-match-1426292/full-scorecard
KKR vs LSG,KKR,8,Venkatesh Iyer,1,1,0,0,100.00,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-kolkata-knight-riders-54th-match-1426292/full-scorecard
LSG vs KKR,LSG,1,KL Rahul (c),25,21,3,0,119.04,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-kolkata-knight-riders-54th-match-1426292/full-scorecard
LSG vs KKR,LSG,2,Arshin Kulkarni,9,7,2,0,128.57,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-kolkata-knight-riders-54th-match-1426292/full-scorecard
LSG vs KKR,LSG,3,Marcus Stoinis,36,21,4,2,171.42,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-kolkata-knight-riders-54th-match-1426292/full-scorecard
LSG vs KKR,LSG,4,Deepak Hooda,5,3,1,0,166.66,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-kolkata-knight-riders-54th-match-1426292/full-scorecard
LSG vs KKR,LSG,5,Nicholas Pooran,10,8,0,1,125.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-kolkata-knight-riders-54th-match-1426292/full-scorecard
LSG vs KKR,LSG,6,Ayush Badoni,15,12,0,1,125.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-kolkata-knight-riders-54th-match-1426292/full-scorecard
LSG vs KKR,LSG,7,Ashton Turner,16,9,0,2,177.77,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-kolkata-knight-riders-54th-match-1426292/full-scorecard
LSG vs KKR,LSG,8,Krunal Pandya,5,6,0,0,83.33,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-kolkata-knight-riders-54th-match-1426292/full-scorecard
LSG vs KKR,LSG,9,Yudhvir Singh,7,7,0,1,100.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-kolkata-knight-riders-54th-match-1426292/full-scorecard
LSG vs KKR,LSG,10,Ravi Bishnoi,2,3,0,0,66.66,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-kolkata-knight-riders-54th-match-1426292/full-scorecard
LSG vs KKR,LSG,11,Naveen-ul-Haq,0,0,0,0,-,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-kolkata-knight-riders-54th-match-1426292/full-scorecard
CSK vs PBKS,CSK,1,Ajinkya Rahane,9,7,1,0,128.57,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-chennai-super-kings-53rd-match-1426291/full-scorecard
CSK vs PBKS,CSK,2,Ruturaj Gaikwad (c),32,21,4,1,152.38,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-chennai-super-kings-53rd-match-1426291/full-scorecard
CSK vs PBKS,CSK,3,Daryl Mitchell,30,19,2,1,157.89,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-chennai-super-kings-53rd-match-1426291/full-scorecard
CSK vs PBKS,CSK,4,Shivam Dube,0,1,0,0,0.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-chennai-super-kings-53rd-match-1426291/full-scorecard
CSK vs PBKS,CSK,5,Moeen Ali,17,20,2,0,85.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-chennai-super-kings-53rd-match-1426291/full-scorecard
CSK vs PBKS,CSK,6,Ravindra Jadeja,43,26,3,2,165.38,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-chennai-super-kings-53rd-match-1426291/full-scorecard
CSK vs PBKS,CSK,7,Mitchell Santner,11,11,1,0,100.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-chennai-super-kings-53rd-match-1426291/full-scorecard
CSK vs PBKS,CSK,8,Shardul Thakur,17,11,2,1,154.54,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-chennai-super-kings-53rd-match-1426291/full-scorecard
CSK vs PBKS,CSK,9,MS Dhoni ,0,1,0,0,0.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-chennai-super-kings-53rd-match-1426291/full-scorecard
CSK vs PBKS,CSK,10,Tushar Deshpande,0,1,0,0,0.00,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-chennai-super-kings-53rd-match-1426291/full-scorecard
CSK vs PBKS,CSK,11,Richard Gleeson,2,2,0,0,100.00,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-chennai-super-kings-53rd-match-1426291/full-scorecard
PBKS vs CSK,PBKS,1,Prabhsimran Singh,30,23,2,2,130.43,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-chennai-super-kings-53rd-match-1426291/full-scorecard
PBKS vs CSK,PBKS,2,Jonny Bairstow,7,6,1,0,116.66,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-chennai-super-kings-53rd-match-1426291/full-scorecard
PBKS vs CSK,PBKS,3,Rilee Rossouw,0,3,0,0,0.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-chennai-super-kings-53rd-match-1426291/full-scorecard
PBKS vs CSK,PBKS,4,Shashank Singh,27,20,4,0,135.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-chennai-super-kings-53rd-match-1426291/full-scorecard
PBKS vs CSK,PBKS,5,Sam Curran (c),7,11,0,0,63.63,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-chennai-super-kings-53rd-match-1426291/full-scorecard
PBKS vs CSK,PBKS,6,Jitesh Sharma ,0,1,0,0,0.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-chennai-super-kings-53rd-match-1426291/full-scorecard
PBKS vs CSK,PBKS,7,Ashutosh Sharma,3,10,0,0,30.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-chennai-super-kings-53rd-match-1426291/full-scorecard
PBKS vs CSK,PBKS,8,Harpreet Brar,17,13,2,0,130.76,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-chennai-super-kings-53rd-match-1426291/full-scorecard
PBKS vs CSK,PBKS,9,Harshal Patel,12,13,1,1,92.30,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-chennai-super-kings-53rd-match-1426291/full-scorecard
PBKS vs CSK,PBKS,10,Rahul Chahar,16,10,2,1,160.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-chennai-super-kings-53rd-match-1426291/full-scorecard
PBKS vs CSK,PBKS,11,Kagiso Rabada,11,10,0,1,110.00,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-chennai-super-kings-53rd-match-1426291/full-scorecard
GT vs RCB,GT,1,Wriddhiman Saha ,1,7,0,0,14.28,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-gujarat-titans-52nd-match-1426290/full-scorecard
GT vs RCB,GT,2,Shubman Gill (c),2,7,0,0,28.57,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-gujarat-titans-52nd-match-1426290/full-scorecard
GT vs RCB,GT,3,Sai Sudharsan,6,14,0,0,42.85,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-gujarat-titans-52nd-match-1426290/full-scorecard
GT vs RCB,GT,4,M Shahrukh Khan,37,24,5,1,154.16,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-gujarat-titans-52nd-match-1426290/full-scorecard
GT vs RCB,GT,5,David Miller,30,20,3,2,150.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-gujarat-titans-52nd-match-1426290/full-scorecard
GT vs RCB,GT,6,Rahul Tewatia,35,21,5,1,166.66,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-gujarat-titans-52nd-match-1426290/full-scorecard
GT vs RCB,GT,7,Rashid Khan,18,14,2,1,128.57,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-gujarat-titans-52nd-match-1426290/full-scorecard
GT vs RCB,GT,8,Vijay Shankar,10,7,2,0,142.85,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-gujarat-titans-52nd-match-1426290/full-scorecard
GT vs RCB,GT,9,Manav Suthar,1,2,0,0,50.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-gujarat-titans-52nd-match-1426290/full-scorecard
GT vs RCB,GT,10,Mohit Sharma,0,1,0,0,0.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-gujarat-titans-52nd-match-1426290/full-scorecard
GT vs RCB,GT,11,Noor Ahmad,0,0,0,0,-,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-gujarat-titans-52nd-match-1426290/full-scorecard
RCB vs GT,RCB,1,Virat Kohli,42,27,2,4,155.55,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-gujarat-titans-52nd-match-1426290/full-scorecard
RCB vs GT,RCB,2,Faf du Plessis (c),64,23,10,3,278.26,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-gujarat-titans-52nd-match-1426290/full-scorecard
RCB vs GT,RCB,3,Will Jacks,1,3,0,0,33.33,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-gujarat-titans-52nd-match-1426290/full-scorecard
RCB vs GT,RCB,4,Rajat Patidar,2,3,0,0,66.66,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-gujarat-titans-52nd-match-1426290/full-scorecard
RCB vs GT,RCB,5,Glenn Maxwell,4,3,1,0,133.33,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-gujarat-titans-52nd-match-1426290/full-scorecard
RCB vs GT,RCB,6,Cameron Green,1,2,0,0,50.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-gujarat-titans-52nd-match-1426290/full-scorecard
RCB vs GT,RCB,7,Dinesh Karthik ,21,12,3,0,175.00,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-gujarat-titans-52nd-match-1426290/full-scorecard
RCB vs GT,RCB,8,Swapnil Singh,15,9,2,1,166.66,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/royal-challengers-bengaluru-vs-gujarat-titans-52nd-match-1426290/full-scorecard
KKR vs MI,KKR,1,Phil Salt ,5,3,1,0,166.66,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-kolkata-knight-riders-51st-match-1426289/full-scorecard
KKR vs MI,KKR,2,Sunil Narine,8,8,0,1,100.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-kolkata-knight-riders-51st-match-1426289/full-scorecard
KKR vs MI,KKR,3,Angkrish Raghuvanshi,13,6,0,2,216.66,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-kolkata-knight-riders-51st-match-1426289/full-scorecard
KKR vs MI,KKR,4,Shreyas Iyer (c),6,4,1,0,150.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-kolkata-knight-riders-51st-match-1426289/full-scorecard
KKR vs MI,KKR,5,Venkatesh Iyer,70,52,6,3,134.61,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-kolkata-knight-riders-51st-match-1426289/full-scorecard
KKR vs MI,KKR,6,Rinku Singh,9,8,2,0,112.50,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-kolkata-knight-riders-51st-match-1426289/full-scorecard
KKR vs MI,KKR,7,Manish Pandey,42,31,2,2,135.48,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-kolkata-knight-riders-51st-match-1426289/full-scorecard
KKR vs MI,KKR,8,Andre Russell,7,2,0,1,350.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-kolkata-knight-riders-51st-match-1426289/full-scorecard
KKR vs MI,KKR,9,Ramandeep Singh,2,4,0,0,50.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-kolkata-knight-riders-51st-match-1426289/full-scorecard
KKR vs MI,KKR,10,Mitchell Starc,0,2,0,0,0.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-kolkata-knight-riders-51st-match-1426289/full-scorecard
KKR vs MI,KKR,11,Vaibhav Arora,0,0,0,0,-,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-kolkata-knight-riders-51st-match-1426289/full-scorecard
MI vs KKR,MI,1,Ishan Kishan ,13,7,1,1,185.71,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-kolkata-knight-riders-51st-match-1426289/full-scorecard
MI vs KKR,MI,2,Rohit Sharma,11,12,0,1,91.66,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-kolkata-knight-riders-51st-match-1426289/full-scorecard
MI vs KKR,MI,3,Naman Dhir,11,11,2,0,100.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-kolkata-knight-riders-51st-match-1426289/full-scorecard
MI vs KKR,MI,4,Suryakumar Yadav,56,35,6,2,160.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-kolkata-knight-riders-51st-match-1426289/full-scorecard
MI vs KKR,MI,5,Tilak Varma,4,6,0,0,66.66,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-kolkata-knight-riders-51st-match-1426289/full-scorecard
MI vs KKR,MI,6,Nehal Wadhera,6,11,1,0,54.54,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-kolkata-knight-riders-51st-match-1426289/full-scorecard
MI vs KKR,MI,7,Hardik Pandya (c),1,3,0,0,33.33,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-kolkata-knight-riders-51st-match-1426289/full-scorecard
MI vs KKR,MI,8,Tim David,24,20,1,1,120.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-kolkata-knight-riders-51st-match-1426289/full-scorecard
MI vs KKR,MI,9,Gerald Coetzee,8,7,0,1,114.28,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-kolkata-knight-riders-51st-match-1426289/full-scorecard
MI vs KKR,MI,10,Piyush Chawla,0,1,0,0,0.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-kolkata-knight-riders-51st-match-1426289/full-scorecard
MI vs KKR,MI,11,Jasprit Bumrah,1,1,0,0,100.00,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-kolkata-knight-riders-51st-match-1426289/full-scorecard
SRH vs RR,SRH,1,Travis Head,58,44,6,3,131.81,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-rajasthan-royals-50th-match-1426288/full-scorecard
SRH vs RR,SRH,2,Abhishek Sharma,12,10,0,1,120.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-rajasthan-royals-50th-match-1426288/full-scorecard
SRH vs RR,SRH,3,Anmolpreet Singh,5,5,1,0,100.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-rajasthan-royals-50th-match-1426288/full-scorecard
SRH vs RR,SRH,4,Nitish Kumar Reddy,76,42,3,8,180.95,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-rajasthan-royals-50th-match-1426288/full-scorecard
SRH vs RR,SRH,5,Heinrich Klaasen ,42,19,3,3,221.05,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-rajasthan-royals-50th-match-1426288/full-scorecard
RR vs SRH,RR,1,Yashasvi Jaiswal,67,40,7,2,167.50,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-rajasthan-royals-50th-match-1426288/full-scorecard
RR vs SRH,RR,2,Jos Buttler,0,1,0,0,0.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-rajasthan-royals-50th-match-1426288/full-scorecard
RR vs SRH,RR,3,Sanju Samson (c),0,3,0,0,0.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-rajasthan-royals-50th-match-1426288/full-scorecard
RR vs SRH,RR,4,Riyan Parag,77,49,8,4,157.14,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-rajasthan-royals-50th-match-1426288/full-scorecard
RR vs SRH,RR,5,Shimron Hetmyer,13,9,1,1,144.44,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-rajasthan-royals-50th-match-1426288/full-scorecard
RR vs SRH,RR,6,Rovman Powell,27,15,3,1,180.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-rajasthan-royals-50th-match-1426288/full-scorecard
RR vs SRH,RR,7,Dhruv Jurel,1,3,0,0,33.33,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-rajasthan-royals-50th-match-1426288/full-scorecard
RR vs SRH,RR,8,Ravichandran Ashwin,2,2,0,0,100.00,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-rajasthan-royals-50th-match-1426288/full-scorecard
CSK vs PBKS,CSK,1,Ajinkya Rahane,29,24,5,0,120.83,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-punjab-kings-49th-match-1426287/full-scorecard
CSK vs PBKS,CSK,2,Ruturaj Gaikwad (c),62,48,5,2,129.16,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-punjab-kings-49th-match-1426287/full-scorecard
CSK vs PBKS,CSK,3,Shivam Dube,0,1,0,0,0.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-punjab-kings-49th-match-1426287/full-scorecard
CSK vs PBKS,CSK,4,Ravindra Jadeja,2,4,0,0,50.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-punjab-kings-49th-match-1426287/full-scorecard
CSK vs PBKS,CSK,5,Sameer Rizvi,21,23,1,0,91.30,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-punjab-kings-49th-match-1426287/full-scorecard
CSK vs PBKS,CSK,6,Moeen Ali,15,9,1,1,166.66,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-punjab-kings-49th-match-1426287/full-scorecard
CSK vs PBKS,CSK,7,MS Dhoni ,14,11,1,1,127.27,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-punjab-kings-49th-match-1426287/full-scorecard
CSK vs PBKS,CSK,8,Daryl Mitchell,1,1,0,0,100.00,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-punjab-kings-49th-match-1426287/full-scorecard
PBKS vs CSK,PBKS,1,Prabhsimran Singh,13,10,1,1,130.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-punjab-kings-49th-match-1426287/full-scorecard
PBKS vs CSK,PBKS,2,Jonny Bairstow,46,30,7,1,153.33,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-punjab-kings-49th-match-1426287/full-scorecard
PBKS vs CSK,PBKS,3,Rilee Rossouw,43,23,5,2,186.95,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-punjab-kings-49th-match-1426287/full-scorecard
PBKS vs CSK,PBKS,4,Shashank Singh,25,26,1,1,96.15,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-punjab-kings-49th-match-1426287/full-scorecard
PBKS vs CSK,PBKS,5,Sam Curran (c),26,20,3,0,130.00,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-punjab-kings-49th-match-1426287/full-scorecard
MI vs LSG,MI,1,Ishan Kishan ,32,36,3,0,88.88,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-mumbai-indians-48th-match-1426286/full-scorecard
MI vs LSG,MI,2,Rohit Sharma,4,5,1,0,80.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-mumbai-indians-48th-match-1426286/full-scorecard
MI vs LSG,MI,3,Suryakumar Yadav,10,6,0,1,166.66,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-mumbai-indians-48th-match-1426286/full-scorecard
MI vs LSG,MI,4,Tilak Varma,7,11,1,0,63.63,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-mumbai-indians-48th-match-1426286/full-scorecard
MI vs LSG,MI,5,Hardik Pandya (c),0,1,0,0,0.00,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-mumbai-indians-48th-match-1426286/full-scorecard
MI vs LSG,MI,6,Nehal Wadhera,46,41,4,2,112.19,out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-mumbai-indians-48th-match-1426286/full-scorecard
MI vs LSG,MI,7,Tim David,35,18,3,1,194.44,not out,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-mumbai-indians-48th-match-1426286/full-scorecard
