Match,Team,Bowler,Overs,Maidens,Runs,Wickets,Economy,Dots,Fours,Sixes,WD,NB,Matchlink
DC vs LSG,LSG,Mukesh Kumar,4.0,0,41,1,10.25,5,6,0,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-delhi-capitals-26th-match-1426264/full-scorecard
DC vs LSG,LSG,Axar Patel,4.0,0,26,0,6.5,7,2,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-delhi-capitals-26th-match-1426264/full-scorecard
DC vs LSG,LSG,Kuldeep Yadav,4.0,0,20,3,5.0,10,0,0,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-delhi-capitals-26th-match-1426264/full-scorecard
LSG vs DC,DC,Arshad Khan,3.1,0,34,0,10.73,7,4,2,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-delhi-capitals-26th-match-1426264/full-scorecard
LSG vs DC,DC,Naveen-ul-Haq,3.0,0,24,1,8.0,5,3,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-delhi-capitals-26th-match-1426264/full-scorecard
LSG vs DC,DC,Yash Thakur,4.0,0,31,1,7.75,11,1,2,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-delhi-capitals-26th-match-1426264/full-scorecard
LSG vs DC,DC,Krunal Pandya,3.0,0,45,0,15.0,4,2,3,3,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-delhi-capitals-26th-match-1426264/full-scorecard
LSG vs DC,DC,Ravi Bishnoi,4.0,0,25,2,6.25,12,2,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-delhi-capitals-26th-match-1426264/full-scorecard
LSG vs DC,DC,Marcus Stoinis,1.0,0,10,0,10.0,2,2,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-delhi-capitals-26th-match-1426264/full-scorecard
MI vs RCB,RCB,Mohammad Nabi,1.0,0,7,0,7.0,2,1,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-royal-challengers-bengaluru-25th-match-1426263/full-scorecard
MI vs RCB,RCB,Gerald Coetzee,4.0,0,42,1,10.5,13,1,5,3,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-royal-challengers-bengaluru-25th-match-1426263/full-scorecard
MI vs RCB,RCB,Jasprit Bumrah,4.0,0,21,5,5.25,13,1,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-royal-challengers-bengaluru-25th-match-1426263/full-scorecard
MI vs RCB,RCB,Akash Madhwal,4.0,0,57,1,14.25,7,9,2,3,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-royal-challengers-bengaluru-25th-match-1426263/full-scorecard
MI vs RCB,RCB,Shreyas Gopal,4.0,0,32,1,8.0,7,0,2,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-royal-challengers-bengaluru-25th-match-1426263/full-scorecard
MI vs RCB,RCB,Romario Shepherd,2.0,0,22,0,11.0,1,3,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-royal-challengers-bengaluru-25th-match-1426263/full-scorecard
MI vs RCB,RCB,Hardik Pandya,1.0,0,13,0,13.0,2,0,1,2,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-royal-challengers-bengaluru-25th-match-1426263/full-scorecard
RCB vs MI,MI,Reece Topley,3.0,0,34,0,11.33,8,6,1,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-royal-challengers-bengaluru-25th-match-1426263/full-scorecard
RCB vs MI,MI,Mohammed Siraj,3.0,0,37,0,12.33,7,2,4,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-royal-challengers-bengaluru-25th-match-1426263/full-scorecard
RCB vs MI,MI,Akash Deep,3.3,0,55,1,15.71,6,2,6,2,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-royal-challengers-bengaluru-25th-match-1426263/full-scorecard
RCB vs MI,MI,Glenn Maxwell,1.0,0,17,0,17.0,0,2,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-royal-challengers-bengaluru-25th-match-1426263/full-scorecard
RCB vs MI,MI,Vijaykumar Vyshak,3.0,0,32,1,10.66,6,3,2,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-royal-challengers-bengaluru-25th-match-1426263/full-scorecard
RCB vs MI,MI,Will Jacks,2.0,0,24,1,12.0,2,3,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-royal-challengers-bengaluru-25th-match-1426263/full-scorecard
GT vs RR,RR,Umesh Yadav,4.0,0,47,1,11.75,9,6,2,2,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-gujarat-titans-24th-match-1426262/full-scorecard
GT vs RR,RR,Spencer Johnson,4.0,0,37,0,9.25,6,4,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-gujarat-titans-24th-match-1426262/full-scorecard
GT vs RR,RR,Rashid Khan,4.0,0,18,1,4.5,10,1,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-gujarat-titans-24th-match-1426262/full-scorecard
GT vs RR,RR,Noor Ahmad,4.0,0,43,0,10.75,6,1,3,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-gujarat-titans-24th-match-1426262/full-scorecard
GT vs RR,RR,Mohit Sharma,4.0,0,51,1,12.75,3,4,2,4,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-gujarat-titans-24th-match-1426262/full-scorecard
RR vs GT,GT,Trent Boult,2.0,0,8,0,4.0,7,1,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-gujarat-titans-24th-match-1426262/full-scorecard
RR vs GT,GT,Avesh Khan,4.0,0,48,1,12.0,3,4,2,2,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-gujarat-titans-24th-match-1426262/full-scorecard
RR vs GT,GT,Keshav Maharaj,2.0,0,16,0,8.0,3,0,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-gujarat-titans-24th-match-1426262/full-scorecard
RR vs GT,GT,Ravichandran Ashwin,4.0,0,40,0,10.0,4,4,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-gujarat-titans-24th-match-1426262/full-scorecard
RR vs GT,GT,Yuzvendra Chahal,4.0,0,43,2,10.75,4,6,0,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-gujarat-titans-24th-match-1426262/full-scorecard
RR vs GT,GT,Kuldeep Sen,4.0,0,41,3,10.25,7,5,0,4,1,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-gujarat-titans-24th-match-1426262/full-scorecard
PBKS vs SRH,SRH,Kagiso Rabada,4.0,0,32,1,8.0,13,4,1,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-sunrisers-hyderabad-23rd-match-1426261/full-scorecard
PBKS vs SRH,SRH,Arshdeep Singh,4.0,0,29,4,7.25,12,3,1,2,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-sunrisers-hyderabad-23rd-match-1426261/full-scorecard
PBKS vs SRH,SRH,Sam Curran,4.0,0,41,2,10.25,9,2,3,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-sunrisers-hyderabad-23rd-match-1426261/full-scorecard
PBKS vs SRH,SRH,Harshal Patel,4.0,0,30,2,7.5,8,4,0,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-sunrisers-hyderabad-23rd-match-1426261/full-scorecard
PBKS vs SRH,SRH,Harpreet Brar,4.0,0,48,0,12.0,7,5,3,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-sunrisers-hyderabad-23rd-match-1426261/full-scorecard
SRH vs PBKS,PBKS,Bhuvneshwar Kumar,4.0,1,32,2,8.0,13,6,0,2,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-sunrisers-hyderabad-23rd-match-1426261/full-scorecard
SRH vs PBKS,PBKS,Pat Cummins,4.0,0,22,1,5.5,11,3,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-sunrisers-hyderabad-23rd-match-1426261/full-scorecard
SRH vs PBKS,PBKS,T Natarajan,4.0,0,33,1,8.25,8,5,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-sunrisers-hyderabad-23rd-match-1426261/full-scorecard
SRH vs PBKS,PBKS,Nitish Kumar Reddy,3.0,0,33,1,11.0,6,3,2,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-sunrisers-hyderabad-23rd-match-1426261/full-scorecard
SRH vs PBKS,PBKS,Jaydev Unadkat,4.0,0,49,1,12.25,7,0,5,3,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-sunrisers-hyderabad-23rd-match-1426261/full-scorecard
SRH vs PBKS,PBKS,Shahbaz Ahmed,1.0,0,10,0,10.0,1,0,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-sunrisers-hyderabad-23rd-match-1426261/full-scorecard
CSK vs KKR,KKR,Tushar Deshpande,4.0,0,33,3,8.25,12,4,1,2,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-kolkata-knight-riders-22nd-match-1426260/full-scorecard
CSK vs KKR,KKR,Mustafizur Rahman,4.0,0,22,2,5.5,16,3,0,2,1,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-kolkata-knight-riders-22nd-match-1426260/full-scorecard
CSK vs KKR,KKR,Shardul Thakur,3.0,0,27,0,9.0,3,3,0,1,1,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-kolkata-knight-riders-22nd-match-1426260/full-scorecard
CSK vs KKR,KKR,Maheesh Theekshana,4.0,0,28,1,7.0,13,0,3,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-kolkata-knight-riders-22nd-match-1426260/full-scorecard
CSK vs KKR,KKR,Ravindra Jadeja,4.0,0,18,3,4.5,11,1,0,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-kolkata-knight-riders-22nd-match-1426260/full-scorecard
CSK vs KKR,KKR,Rachin Ravindra,1.0,0,4,0,4.0,2,0,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-kolkata-knight-riders-22nd-match-1426260/full-scorecard
KKR vs CSK,CSK,Mitchell Starc,3.0,0,29,0,9.66,7,5,0,2,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-kolkata-knight-riders-22nd-match-1426260/full-scorecard
KKR vs CSK,CSK,Vaibhav Arora,4.0,0,28,2,7.0,11,3,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-kolkata-knight-riders-22nd-match-1426260/full-scorecard
KKR vs CSK,CSK,Anukul Roy,1.4,0,18,0,10.8,4,4,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-kolkata-knight-riders-22nd-match-1426260/full-scorecard
KKR vs CSK,CSK,Sunil Narine,4.0,0,30,1,7.5,5,1,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-kolkata-knight-riders-22nd-match-1426260/full-scorecard
KKR vs CSK,CSK,Varun Chakravarthy,4.0,0,26,0,6.5,11,0,2,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-kolkata-knight-riders-22nd-match-1426260/full-scorecard
KKR vs CSK,CSK,Andre Russell,1.0,0,8,0,8.0,2,1,0,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/chennai-super-kings-vs-kolkata-knight-riders-22nd-match-1426260/full-scorecard
GT vs LSG,LSG,Umesh Yadav,3.0,0,22,2,7.33,11,2,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-gujarat-titans-21st-match-1422139/full-scorecard
GT vs LSG,LSG,Spencer Johnson,4.0,0,32,0,8.0,12,4,1,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-gujarat-titans-21st-match-1422139/full-scorecard
GT vs LSG,LSG,Rashid Khan,4.0,0,28,1,7.0,4,0,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-gujarat-titans-21st-match-1422139/full-scorecard
GT vs LSG,LSG,Mohit Sharma,3.0,0,34,0,11.33,2,4,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-gujarat-titans-21st-match-1422139/full-scorecard
GT vs LSG,LSG,Noor Ahmad,4.0,0,22,0,5.5,7,1,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-gujarat-titans-21st-match-1422139/full-scorecard
GT vs LSG,LSG,Darshan Nalkande,2.0,0,21,2,10.5,2,0,2,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-gujarat-titans-21st-match-1422139/full-scorecard
LSG vs GT,GT,Manimaran Siddharth,4.0,0,29,0,7.25,10,0,1,1,3,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-gujarat-titans-21st-match-1422139/full-scorecard
LSG vs GT,GT,Naveen-ul-Haq,4.0,0,37,1,9.25,7,3,1,1,1,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-gujarat-titans-21st-match-1422139/full-scorecard
LSG vs GT,GT,Mayank Yadav,1.0,0,13,0,13.0,2,3,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-gujarat-titans-21st-match-1422139/full-scorecard
LSG vs GT,GT,Yash Thakur,3.5,1,30,5,7.82,14,3,2,2,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-gujarat-titans-21st-match-1422139/full-scorecard
LSG vs GT,GT,Krunal Pandya,4.0,0,11,3,2.75,13,0,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-gujarat-titans-21st-match-1422139/full-scorecard
LSG vs GT,GT,Ravi Bishnoi,2.0,0,8,1,4.0,5,0,0,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/lucknow-super-giants-vs-gujarat-titans-21st-match-1422139/full-scorecard
DC vs MI,MI,Khaleel Ahmed,4.0,0,39,1,9.75,8,3,2,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-delhi-capitals-20th-match-1422138/full-scorecard
DC vs MI,MI,Ishant Sharma,3.0,0,40,0,13.33,5,4,1,4,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-delhi-capitals-20th-match-1422138/full-scorecard
DC vs MI,MI,Jhye Richardson,4.0,0,40,0,10.0,8,2,3,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-delhi-capitals-20th-match-1422138/full-scorecard
DC vs MI,MI,Axar Patel,4.0,0,35,2,8.75,8,3,2,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-delhi-capitals-20th-match-1422138/full-scorecard
DC vs MI,MI,Lalit Yadav,1.0,0,15,0,15.0,1,3,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-delhi-capitals-20th-match-1422138/full-scorecard
DC vs MI,MI,Anrich Nortje,4.0,0,65,2,16.25,7,4,6,3,1,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-delhi-capitals-20th-match-1422138/full-scorecard
MI vs DC,DC,Gerald Coetzee,4.0,0,34,4,8.5,11,3,2,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-delhi-capitals-20th-match-1422138/full-scorecard
MI vs DC,DC,Jasprit Bumrah,4.0,0,22,2,5.5,11,3,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-delhi-capitals-20th-match-1422138/full-scorecard
MI vs DC,DC,Akash Madhwal,4.0,0,45,0,11.25,9,7,1,0,1,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-delhi-capitals-20th-match-1422138/full-scorecard
MI vs DC,DC,Romario Shepherd,4.0,0,54,1,13.5,4,3,4,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-delhi-capitals-20th-match-1422138/full-scorecard
MI vs DC,DC,Mohammad Nabi,2.0,0,17,0,8.5,1,0,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-delhi-capitals-20th-match-1422138/full-scorecard
MI vs DC,DC,Piyush Chawla,2.0,0,32,0,16.0,2,2,3,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/mumbai-indians-vs-delhi-capitals-20th-match-1422138/full-scorecard
RR vs RCB,RCB,Trent Boult,3.0,0,30,0,10.0,5,2,2,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-royal-challengers-bengaluru-19th-match-1422137/full-scorecard
RR vs RCB,RCB,Nandre Burger,4.0,0,33,1,8.25,11,3,1,2,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-royal-challengers-bengaluru-19th-match-1422137/full-scorecard
RR vs RCB,RCB,Ravichandran Ashwin,4.0,0,28,0,7.0,5,0,1,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-royal-challengers-bengaluru-19th-match-1422137/full-scorecard
RR vs RCB,RCB,Avesh Khan,4.0,0,46,0,11.5,3,8,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-royal-challengers-bengaluru-19th-match-1422137/full-scorecard
RR vs RCB,RCB,Yuzvendra Chahal,4.0,0,34,2,8.5,8,1,2,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-royal-challengers-bengaluru-19th-match-1422137/full-scorecard
RR vs RCB,RCB,Riyan Parag,1.0,0,10,0,10.0,1,0,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-royal-challengers-bengaluru-19th-match-1422137/full-scorecard
RCB vs RR,RR,Reece Topley,4.0,0,27,2,6.75,9,3,0,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-royal-challengers-bengaluru-19th-match-1422137/full-scorecard
RCB vs RR,RR,Yash Dayal,4.0,0,37,1,9.25,10,5,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-royal-challengers-bengaluru-19th-match-1422137/full-scorecard
RCB vs RR,RR,Mohammed Siraj,4.0,0,35,1,8.75,5,3,1,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-royal-challengers-bengaluru-19th-match-1422137/full-scorecard
RCB vs RR,RR,Mayank Dagar,2.0,0,34,0,17.0,4,5,2,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-royal-challengers-bengaluru-19th-match-1422137/full-scorecard
RCB vs RR,RR,Cameron Green,3.1,0,27,0,8.52,5,1,1,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-royal-challengers-bengaluru-19th-match-1422137/full-scorecard
RCB vs RR,RR,Himanshu Sharma,2.0,0,29,0,14.5,0,3,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-royal-challengers-bengaluru-19th-match-1422137/full-scorecard
SRH vs CSK,CSK,Abhishek Sharma,1.0,0,7,0,7.0,2,1,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-chennai-super-kings-18th-match-1422136/full-scorecard
SRH vs CSK,CSK,Bhuvneshwar Kumar,4.0,0,28,1,7.0,11,3,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-chennai-super-kings-18th-match-1422136/full-scorecard
SRH vs CSK,CSK,T Natarajan,4.0,0,39,1,9.75,6,3,2,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-chennai-super-kings-18th-match-1422136/full-scorecard
SRH vs CSK,CSK,Pat Cummins,4.0,0,29,1,7.25,9,2,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-chennai-super-kings-18th-match-1422136/full-scorecard
SRH vs CSK,CSK,Mayank Markande,2.0,0,21,0,10.5,0,1,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-chennai-super-kings-18th-match-1422136/full-scorecard
SRH vs CSK,CSK,Shahbaz Ahmed,1.0,0,11,1,11.0,3,1,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-chennai-super-kings-18th-match-1422136/full-scorecard
SRH vs CSK,CSK,Jaydev Unadkat,4.0,0,29,1,7.25,8,3,0,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-chennai-super-kings-18th-match-1422136/full-scorecard
CSK vs SRH,SRH,Deepak Chahar,3.1,0,32,1,10.1,9,2,3,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-chennai-super-kings-18th-match-1422136/full-scorecard
CSK vs SRH,SRH,Mukesh Choudhary,1.0,0,27,0,27.0,2,2,3,0,1,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-chennai-super-kings-18th-match-1422136/full-scorecard
CSK vs SRH,SRH,Maheesh Theekshana,4.0,0,27,1,6.75,9,3,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-chennai-super-kings-18th-match-1422136/full-scorecard
CSK vs SRH,SRH,Tushar Deshpande,2.0,0,20,0,10.0,5,4,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-chennai-super-kings-18th-match-1422136/full-scorecard
CSK vs SRH,SRH,Ravindra Jadeja,4.0,0,30,0,7.5,5,1,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-chennai-super-kings-18th-match-1422136/full-scorecard
CSK vs SRH,SRH,Moeen Ali,3.0,0,23,2,7.66,5,0,1,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-chennai-super-kings-18th-match-1422136/full-scorecard
CSK vs SRH,SRH,Rachin Ravindra,1.0,0,3,0,3.0,3,0,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/sunrisers-hyderabad-vs-chennai-super-kings-18th-match-1422136/full-scorecard
PBKS vs GT,GT,Harpreet Brar,4.0,0,33,1,8.25,10,3,1,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-punjab-kings-17th-match-1422135/full-scorecard
PBKS vs GT,GT,Arshdeep Singh,4.0,0,33,0,8.25,6,4,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-punjab-kings-17th-match-1422135/full-scorecard
PBKS vs GT,GT,Kagiso Rabada,4.0,0,44,2,11.0,6,5,2,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-punjab-kings-17th-match-1422135/full-scorecard
PBKS vs GT,GT,Sam Curran,2.0,0,18,0,9.0,4,3,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-punjab-kings-17th-match-1422135/full-scorecard
PBKS vs GT,GT,Harshal Patel,4.0,0,44,1,11.0,3,2,2,3,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-punjab-kings-17th-match-1422135/full-scorecard
PBKS vs GT,GT,Sikandar Raza,2.0,0,22,0,11.0,2,4,0,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-punjab-kings-17th-match-1422135/full-scorecard
GT vs PBKS,PBKS,Azmatullah Omarzai,4.0,0,41,1,10.25,6,7,0,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-punjab-kings-17th-match-1422135/full-scorecard
GT vs PBKS,PBKS,Umesh Yadav,3.0,0,35,1,11.66,6,4,2,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-punjab-kings-17th-match-1422135/full-scorecard
GT vs PBKS,PBKS,Rashid Khan,4.0,0,40,1,10.0,8,2,3,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-punjab-kings-17th-match-1422135/full-scorecard
GT vs PBKS,PBKS,Noor Ahmad,4.0,0,32,2,8.0,10,2,1,2,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-punjab-kings-17th-match-1422135/full-scorecard
GT vs PBKS,PBKS,Mohit Sharma,4.0,0,38,1,9.5,6,2,2,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-punjab-kings-17th-match-1422135/full-scorecard
GT vs PBKS,PBKS,Darshan Nalkande,0.5,0,6,1,7.2,3,1,0,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/gujarat-titans-vs-punjab-kings-17th-match-1422135/full-scorecard
DC vs KKR,KKR,Khaleel Ahmed,4.0,0,43,1,10.75,12,3,2,6,1,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-kolkata-knight-riders-16th-match-1422134/full-scorecard
DC vs KKR,KKR,Ishant Sharma,3.0,0,43,2,14.33,6,5,3,0,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-kolkata-knight-riders-16th-match-1422134/full-scorecard
DC vs KKR,KKR,Anrich Nortje,4.0,0,59,3,14.75,6,5,4,2,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-kolkata-knight-riders-16th-match-1422134/full-scorecard
DC vs KKR,KKR,Rasikh Salam,3.0,0,47,0,15.66,5,4,4,1,0,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/delhi-capitals-vs-kolkata-knight-riders-16th-match-1422134/full-scorecard
